words,sentiment_coeff
mired,-1.5003450113729306
involving,-1.173975514736676
incompetent,-1.0927135209637413
bureaucracy,-1.9156657561224286
slyness,-1.455716561058047
predicts,-1.3851259409110979
darkside,-1.1456865306219775
fanboys,-1.0716594254881435
reading,-1.0877163071556533
joseph,-1.1417430384472367
campbell,-1.2667188552614752
saga!,-1.1349132071226415
sciece-fiction,-1.7593875746666203
galaxi,-1.9285644994224642
betwem,-1.6431669303567527
rebels,-1.1384788978089595
rag,-1.4034758625170165
concepts,-1.230228164076781
junk,-1.2574532754622119
otah,-1.1441141716508954
5),-1.1817846865576767
6),-1.192349547325991
concerned,-1.160067890967261
overreacting,-1.799373580057665
rebuplic,-1.7415184953936427
fallen,-1.1446455572037226
solve,-1.4865547071150709
offended,-1.5304383282042597
possibilty,-1.6509233826136651
student,-1.4518663724913117
masterfully,-1.2576968857848507
crisis,-1.2842465976074733
pawns,-1.3986261358238787
manage,-1.213114983922385
elected,-1.2069890427268237
among,-1.095421429210582
ep3,-1.3832124294825514
tops,-1.3234955426190689
bucket,-1.44757728365714
millenium,-1.4160437412085933
falcon,-1.1381018224870125
species,-1.2920655076918102
deliver,-1.1680603365773592
sounding,-1.1346025347049473
toddler,-1.2699993116387995
4/10,-1.3956713891932648
"magic""",-1.2705281323285653
"look,",-1.2104039900688128
crappy,-1.1614298422230986
"direction,",-1.1225791181191782
ungodly,-1.3858464958790742
sink,-1.415837646580596
abyss,-1.3577280469465292
10th,-1.721958535239852
iv:,-1.2032877592345206
4th,-1.334886488837038
1st,-1.1513927053048965
devil,-1.4885645247587096
steady,-1.219321851476467
"scenery,",-1.1831612040832704
settings,-1.2400851393888868
"destinations,",-1.7873879112185092
rehashes,-1.4495699793742571
props,-1.1435460449525856
"strong,",-1.1689979163686588
distract,-1.2651185198091124
stuck,-1.3354461718330708
puppets,-1.2582691244351505
necessarily,-1.149596346712754
involve,-1.3763587713784378
conductors,-1.756846102096148
runtime,-1.168803016129516
properly,-1.1229058363286268
ï¿,-1.1734688043266637
1/2~comical',-1.8114784992007602
executed,-1.1132618005108683
wrongly,-2.1390004705649117
quiet,-1.280909579342219
3/10,-1.1330223812568907
32%,-1.5803564163073545
6/5,-1.2460881671841724
ugh,-1.541442178841202
sooooo,-1.4140338983912257
likable,-1.2310510266914123
"weapon,",-1.2532673063440989
underutilized,-1.451380506237628
"gungans,",-1.1964437792409688
elaborate,-1.342842445123377
good!,-1.347394215605623
kim,-1.6434361182375483
dog,-1.2583300117209537
franchise!,-1.2781884267447874
carries,-1.2529001050684871
exceptions,-1.2613103240892913
hindsight,-1.5003889693196493
inconsequential,-1.53233224922241
"developed,",-1.518414432824618
post,-1.2464968047788292
80s,-1.2513391643297713
relatable,-1.3236337739461264
"han,",-1.0989069440056607
leia,-1.065310273208142
"physical,",-1.3253317843079484
(its,-1.4256297485951819
top3),-2.0013658624981137
sidious,-1.0908055787605628
process,-1.2473155101707665
situation,-1.266031637520309
causes,-1.4838013311221379
faith,-1.1901748778844037
"valorum,",-1.5567138786842125
current,-1.2109221824654797
"chancellor,",-1.5785804401285803
chancellorn,-2.1027778078213224
beautifully,-1.1023187178614395
"most,",-1.4056667360330626
violent,-1.4671572347235207
rarely,-1.2208596665656415
occasionally,-1.2399254964264053
recast,-1.8140291699261968
dont,-1.1058333126858313
connect,-1.2366031701272004
performer,-1.8948734645228966
luke/hamill,-1.8219411341774823
"foremost,",-1.678769909881032
cases,-1.2442719952756216
cult,-1.1587146119728298
status,-1.1263203294439963
maligned,-1.2662589045004182
okayish,-1.6180852085077666
"disappointment,",-1.1932370941305697
laughably,-1.2457516098678987
more?,-1.3878024832154463
television,-1.307292526074597
obsession,-1.2108184787684457
"gimmicks,",-1.662553401462955
"quirks,",-1.5527250170533955
spectacle,-1.1432338819917371
failing,-1.248606313241058
portman's,-1.1495217021103619
inventiveness,-1.3009995167140513
"vehicles,",-1.2693751738868564
"costuming,",-1.442645255022564
locations,-1.109375334558613
palate,-1.5419438643487793
trademark,-1.6120240779475037
failures,-1.3521621032730167
corporate,-1.1545352360326084
"oddities,",-1.8114099404720272
definition,-1.2206956398228919
happened?,-1.4700428859986139
grade:,-1.096766639502287
d,-1.098744128823353
sabre,-1.1801354821704226
popular,-1.1232323333362253
cartoony,-1.1910154670264659
fan-edits,-1.6785507778089042
edges,-1.2295066305470554
sceneggiatura,2.251001286719868
banale,2.7132155019124307
recitazione,1.7827086292111676
appena,3.0947653818960967
passabile,3.2240725891600963
scenografia,3.6613107553472655
e,1.275078458627879
regia,3.4099257121710056
discrete,2.909451596373145
il,1.5307132831119592
tutto,2.1928163173945596
condito,2.957468883295195
colonna,1.6489551359921315
di,1.4546380092996531
j,-1.0323650425621294
ottima,1.6097974473932095
voto:,1.1630016764474185
(meritato,1.7237433438909873
maggioranza,1.9259153852133128
dalla,1.8002119039685118
sonora),1.5891236440732663
nights,-1.432116876772531
itï¿,-1.1694356444001184
1/2(tm)s,-1.1298081994974025
14,-1.2725628569424638
now!,-1.120430724024423
fantasma,1.6384736113101293
historia,1.713160822942595
dista,2.089621226293248
trilogã­a,1.686656001937052
allã­,1.7756211984478978
80's,-1.1789099834076
"embargo,",1.9010849507050935
pura,2.327295109878658
vez,2.8257125025211502
fresca,2.1643163418323526
nos,3.3120427442181106
trae,3.3959305249652734
aventuras,2.522721194735221
nuevas,3.1027084039856914
asã­,2.562944591120334
formando,2.639114830635612
si,1.8319762160327893
propia,2.888202236895798
identidad,2.2274394063160834
erra,2.0450093044674142
sobrecargar,2.0969332911515464
secundarios,2.7336607252738596
distraen,2.9726005133969053
te,1.6466447022992834
hacen,2.564678805439146
seguir,2.816907539321158
hilo,2.3805319314319657
llegan,2.278703833396693
tediosos,2.445669753291114
olvidables,2.4583462442770165
muchos,2.0811305991239344
casos,2.6963104692439415
rescata,2.0568308169369702
gran,1.5971675221649375
principal,1.3232745721354449
pelã­cula,2.194381563587041
contando,2.0864367585990395
abusa,1.6407778242110076
"service,",-1.12065686544353
"hecho,",2.122314913877255
sabe,2.3729084518054067
muy,1.4475265103485673
usarlo,2.300802891087683
dentro,2.4300147601261246
sienta,1.974675351027435
forzado,2.1882044798534097
al,1.520629624109892
"reconfortante,",2.224027771289296
"aventurera,",2.4471800792731386
nostã¡lgica,2.4182241187495657
puede,1.8967849170978166
pegar,2.232898221952228
tedioso,2.3519508879493265
aceptable,1.5326005532785403
endearing,-1.1491062101542904
turd,-1.1784210129738755
stil,-1.4330970228956936
do),-1.489691505863633
you've,-1.0851613535008477
maverick,-1.2677814044376268
frees,-1.418515111713771
dream,-1.5933856446825403
"then,",-1.1481506668210129
sprinkle,-1.381369541236541
beef,-1.6868044723385562
"council,",-1.414138831792835
yourself,-1.0902203798737384
value,-1.1543557300272433
scatterbrained,-1.5595751581371973
alternate,-1.2725350890102856
divided,-1.6334888267894478
encanto,2.3586785188277064
universo,2.288563980564604
muestra,2.2488064798035654
nunca,3.4746099175641953
habiamos,3.4823426379972653
visto,2.622405083755726
campy,-1.3415253395550752
romp,-1.2463232698755728
transformation,-1.1526864480354133
no!,-1.2849101882912812
bad?,-1.59181181341523
overshadows,-1.5708481025545777
citizen,-1.8499811361162852
"kane,",-1.873687617299613
bump,-1.3782824404654168
wrong;,-1.7795691467075077
poodoo,-1.5263520843668479
ignorant,-1.7722618216406856
soooooo,-1.507413306735145
great!,-1.161738582821589
wannabe,-1.3641089454922026
admiration,-1.4442753236599755
swept,-1.4048193176453665
bottomless,-1.2720927877213037
pit,-1.1495419137027278
=),-1.4258818334168695
tlj,-1.0899097730874383
struggles,-1.3730929542446515
"ride,",-1.3440077812003823
stereotypes,-1.172710285833269
favorites,-1.1622436780393313
"repeatedly,",-1.8567219323182778
kick-ass,-1.9150842898692353
"casting,",-1.177840054851498
pacing;,-1.3696936076870863
flawless,-1.1881759559331062
railroaded,-1.6535576197923965
directorial,-1.2386747919505183
"seeing,",-1.5995896650011565
go!,-1.468288532916839
be!,-1.2914409482567994
(spoilers),-1.3558953382026384
instant,-1.2560603558982202
control,-1.15708609727574
underated,-1.2331898464701883
refelction,-1.198155459510374
failings,1.1927892588894409
mid,-1.155525025720456
20th,-1.0655218314929251
morally,-1.259364388572736
"heroes,",-1.159545360505232
influencing,-1.2652764472200262
"theatre,",-1.2911138007697833
shadowy,-1.4135649035209112
assassin,-1.3202986387740958
"fight,",-1.167125977536983
airships,-1.2275499089595165
flying,-1.1458242903116596
spare,-1.3907372079831721
willing,-1.1369389153636569
blinks,-2.1712532697476585
explosive,-1.3752860612474718
"tension,",-1.1427043950287732
art,-1.1039199923587837
"designs,",-1.138388820356316
survival,-1.2797818246881416
"deception,",-1.2822533513575127
maul!!,-1.4460649264646415
garner,-1.6687151716291397
lame,-1.177976304534499
loves,-1.1403021296072116
essential,-1.1837376004189362
project,-1.324774768432622
reputation,-1.7076076692596214
regarded,-1.3155746926908247
historical,-1.2398328867220338
"appendix,",-1.591752003734791
encyclopaedia,-1.589777745458079
break,-1.1215274052579207
"lore/canon,",-1.4537655792320643
receive,-1.238299695853608
:,-1.0974466197816337
kicks,-1.1814782954060112
tale,-1.0972417601932778
behold,-1.397025730639216
fail,-1.1230588761194251
iï¿,-1.2119084841978471
1/2(tm)m,-1.4995953881842399
goers,-1.418640525106959
corner,-1.4698578747040854
word:,-1.2364955502715154
peaceful,-1.5601531769202797
work!,-1.4694801962905075
"name,",-1.724419615979794
ouch,-2.8617513408104407
"rian,",-1.3684506416131998
"""jokes""",-1.7526767856168803
restart,-1.5230376092235993
hates,-1.2643748977668667
laid,-1.2833461970713793
subsequent,-1.123415930371037
exploring,-1.1494292729712476
familiar,-1.2544126825601967
misses,-1.2818830034349507
sendo,3.2515964072269425
dos,2.166323450937346
filmes,3.110187982519843
assisti,2.49055543645935
em,1.4935223554534705
"vida,",2.0725648821609495
considero-o,1.9764614553745545
"fraco,",2.1567857774375376
das,1.4661397194863584
duas,2.285952177282313
trilogias,2.3704455821933004
cenas,2.3526530057835773
envolvendo,2.443044021969294
polã­tica,2.5936168315714516
seus,2.371816848509152
diã¡logos,2.2880550014780416
sobre,2.8650768879110116
tema,2.423853760775621
chegam,2.3864349834991034
"massantes,",2.701066796801967
desviando-se,3.102977185905699
trilogia,1.754580203335822
"original,",-1.0843089803727082
muito,1.9491462952899843
focada,3.2012741164704575
conflitos,2.7699696536121037
(aã§ã£o),2.482360267250876
"e,",2.9384028035553094
atã,2.509946072433111
(c),1.793626248582974
certo,2.160168722602935
"ponto,",2.2842831620619672
nas,2.277644451617958
relaã§ãµes,2.2319425751755158
os,1.8307882908567148
"entretanto,",2.8898090644770003
ã,2.2063530962050493
impossã­vel,2.763704506394608
nã£o,2.63586354134375
considerar,2.399437925987388
"necessã¡rio,",2.446358571367397
jã¡,2.563238725322305
consegue,3.0950430630752086
demonstrar,2.8761525809911754
polã­tico-sociais,3.0879611929987454
envolvia,2.569167222747235
galã¡xia,3.447279936172181
"fim,",1.9853531814885963
excelentes,2.123808287225466
"aã§ã£o,",3.2607874149498004
corridas,2.451956900150137
batalha,1.6918537668252116
fazem,1.4764404774990425
esforã§o,2.1798657830881076
valer,1.6995111288235596
pena,2.9165733727559138
yea,-1.5750272670988674
itâ(tm)s,-1.1774646314643986
wouldnâ(tm)t,-1.6564128978273038
iâ(tm)m,-1.8535627615037018
portray,-1.289906096082144
werenâ(tm)t,-1.6374324078623776
stilted,-1.195225231282161
"disputes,",-1.5085956881188183
burnt,-1.6044888071519692
toast,-1.5686117144075502
arduous,-1.4445838146588126
overbloated,-1.6849260275747884
momentous,-1.4996627862806353
crew,-1.1610963976005664
co,1.3572651909181999
disapointing,-1.7163810870236524
returns,-1.406022219709505
warmed,-1.60935503482585
franchise?,-1.452578403237056
rian's,-1.2512537737348821
lucus,-1.3541512749351639
offres,-1.5384181403821566
"hero,",-1.2419459954577425
effects!,-1.3203442624810355
argue,-1.2464019940590643
well-known,-1.240684196315234
sophisticated,-1.1690996504918378
"factors,",-1.7341016280127448
fricking,-1.6256133029495428
paid,-1.1537514670849092
hipster,-1.7181640090118504
anti-fans!,-1.8028455614418895
:-p,-1.769377450001062
moment,-1.0798327908754455
'let's,1.576558760793804
giant,-1.114053078515136
thing',-1.5072274608316867
investment,-1.6010185676551585
became,-1.083828309318086
pick,-1.132538643546486
animation,-1.1127282328299688
loops,-1.7829253000882035
crowd,-1.202893840967814
viewings,-1.2177337572670137
ignores,-1.328759045558973
entertains,-1.2946150009943538
internet,-1.3889158919081355
theory,-1.2226416962657518
mastermind,-1.160728183602971
placing,-1.440856776593577
occupy,-1.9662277326082322
donkey,-1.5356759453301385
shrek,-1.4492912616451066
borin,-1.3161463296337528
nominated,-1.3302970349916572
oscars,-1.203189216875386
ep,-1.1604738231763878
honest,-1.2773052250884933
harsh,-1.5289436812393817
wonderment,-2.3829958650753733
missteps,-1.4725414167318884
"nicely,",-1.3197604409790984
elephant,-1.3882193473207538
(jar,-1.4070431143877524
course),-1.2531947963864565
stains,-2.1609517690707785
stain,-1.5679462266114739
padma,-1.9568758601182141
treasure,-1.2746181764789455
generations,-1.0968727345969862
ever!,-1.1726471174672972
gem,-1.1324654015305315
"trash,",-1.1329896227779541
namely,-1.254504712841904
choreographed,-1.0938573208573268
respects,-1.105119983845787
in-universe,-1.0965154270520858
(unlike,-1.193285140246942
blatant,-1.0977723614908783
cashgrab,-1.5908300715623176
factor,-1.1966402564623175
eyes,-1.1303480444664145
#boosttheprequelratings,-1.408466925116316
iv,-1.0665946010016165
"hope,",-1.1238195607109405
"battles,",-1.0713392274852924
thoughtfully,-1.4299268587649763
crafted,-1.1267903703865094
watch!,-1.3686951928299673
"flick,",-1.2918737882487084
flaws;,-1.3643443338377053
donï¿,-1.3679672445480162
1/2(tm)t,-1.1829180463934919
"suppose,",-1.576894154830094
bound,-1.210881567729116
overwhelming,-1.245933700013544
unachievable,-1.5537549017576051
"expectations,",-1.194080916158274
resemblance,-1.3185912614575301
"world-building,",-1.24957786691383
i’ll,-1.3133021148643227
additions,-1.2445915296216463
saga’s,-1.5004704408068232
ridiculously,-1.153557710786938
anakin’s,-1.3325151190842552
"chair,",-1.5706932810097833
display,-1.2315163933379258
climax,-1.158219977257364
four,-1.0970746607672768
i’m,-1.1315827402517695
obi-wan!,-1.3392356084606745
child-like,-1.240037716107376
"tlj,",-1.2735716074016152
1-6,-1.1887470403721319
wrote,-1.1383888866903784
"review,",-1.1938035691665907
battleship,-1.718710468756514
battlefield,-1.6533758250420008
kindve,-1.8072853585869888
distracting,-1.1910564234880676
"getting,",-1.671419504503248
(nothing,-1.807063665037402
say),-1.5102625275967274
"family-friendly,",-1.7795287832827027
"cheesy,",-1.1508790639833457
desperate,-1.2045410908862761
"beautiful,",-1.112495103484152
heartfelt,-1.3507112234421959
prequl,-1.222886769564167
culmination,-1.3652439654999202
billion,-1.2132946854575464
dreams,-1.2417931890333622
sfi-fi,-1.3074647325187438
approaching,-1.4568666055236148
unrealistic,-1.1303889416353623
meet,-1.1396368472628036
"disaster,",-1.3086987803922303
present,-1.083747247187331
terrific,-1.2017462655398774
supplied,-1.7866939376822237
dimensional,-1.1564255253846327
tear,-1.1855824556826717
"facade,",-1.5869602519448696
wasnt,-1.3271871982869212
stood,-1.4163574563201973
meh,-1.160073801665308
highlight,-1.1715207036699522
doubt,-1.1370969824430128
evolution,-1.3177159612593325
"skywalker,a",-1.6144942103716866
working,-1.289190175988184
master's,-1.422776460055224
establishment,-1.5893905681840002
"jinn,padawan",-1.1897210420992017
seek,-1.3058236707992583
"meanwhile,",-1.2687928026923765
ordered,-1.1935112160579318
blockade,-1.175419031632546
destruction,-1.2139401374248253
enormous,-1.182318268719387
led,-1.2263663551696247
"apprentice,",-1.2171574705041788
count,-1.0687692438545044
dooku,-1.0904780958086913
grievious,-1.5767799235573934
"however,the",-1.5214998113869844
siths's,-1.6659850053030925
emergence,-1.218773310103381
obtain,-1.2399832684031618
ship's,1.1811124182255495
"parts,is",-1.227030481545242
freed,-1.2177502661386113
slavery,-1.113000369880113
reluctantly,-1.3331666064500154
heros,-1.282166042330324
arranges,-1.5503685176724111
leadership,-1.2041411959880475
parties,-1.1958281264696036
bury,-1.447259709866284
enmity,1.5471969549833005
unite,-1.4689495172662508
fierce,-1.4026653642427704
warriors,-1.2201424232229416
evaded,-1.2289822058269353
invasion,-1.1504914088738094
infiltrate,-1.300918821077322
castle,-1.365155898670023
located,-1.3165077954455695
separated,-1.3410560172482382
fighters,-1.1356293914899338
confronts,-1.343433628989141
shield,-1.1757996562308808
destroyed,-1.1590578080373342
r2d2,-1.19889224495898
rocket,-1.2773781411132301
joining,-1.304568357184838
squad,-1.2348589455114005
controls,-1.3632751649909896
kills,-1.165657673797613
guiding,-1.5430643317817903
destroys,-1.140649159405212
shutting,-1.5041004420309352
celebration,-1.2334415584266412
newly,-1.2002367404539969
arrive,-1.232107941205806
elevated,-1.4640465950941681
assigned,-1.1833601487386947
discover,-1.2561345820030085
aka,-1.2267214560576052
senator/chancellor,-1.3164187102460818
confederate,-1.3780481172109533
supreme,-1.1874210963162213
"""chosen",-1.8744767892728025
clone,-1.0801898392528788
prepared,-1.3195800906405313
goal,-1.241381455066719
vallorum,-1.7656832177440718
"jedi,have",-1.6060135493856442
"side,and",1.3805195159507841
declare,-1.547806424982721
brilliantly,-1.2209527493654844
machinations,-1.4876440120632406
obsessive,-1.5867632000671077
"claim,",-1.7249397801694693
"noticeable,",-1.4372504435747036
understandable,-1.210811374977789
furious,-1.745684221671448
"moments,",-1.1495418981586059
"city,",-1.341795288907114
"cringe,",-1.3525925181813272
"kiddish,",-1.565300958287799
nobody,-1.1478215136844026
animal,-1.3577027594907416
benefitted,-1.5803856720938196
doesnt,-1.3933663252010309
modestly,-1.7862457815095092
wait,-1.1166662130894707
structured,-1.563608594675637
senator,-1.0785018656559278
humot,-1.4844862113924189
mix,-1.1342348082442486
"care,",-1.457476295443919
ham,-1.2764709961962715
"imo,",-1.4187504725952056
sh*t,-1.3620347864017783
space:,-1.479293752602314
classics,-1.2709694076401432
"own,",-1.3746946767021055
colossal,-1.2985965141296298
cosa,2.669046728396567
posso,3.384949992805221
dire,1.2287053609313598
questo,1.867988834314585
che,1.7395009026388564
nessuno,3.237063031595908
abbia,2.6297814879768437
già,2.4066032056957334
detto?,1.990301016519318
"beh,",2.0019267789615327
forse,1.8342887821879388
"che,",1.40177040805825
pur,1.4376047370839466
essendo,1.4243155263912404
"orribile,",1.5051682788687817
non,1.1214102227525564
è,1.4713238320800568
secondo,2.338367179203373
peggiore,2.7103595431614105
assoluto,2.2344366978618093
della,1.813688145904771
quel,1.8262173068360805
primato,1.8544116750875297
spetta,1.928620015775682
"seguito,",1.990484597463235
episodi,2.078238021909092
"tuttavia,",2.380400933673673
minaccia,2.7359273349644107
quello,2.586384436344845
risultare,3.144698289097624
uno,1.9469528845309816
dei,1.8834705067448894
più,2.149332574831486
odiati,2.74702495544742
storia,2.378933183293671
cinema,-1.050474086249479
incomprensibile,2.806155072526712
ed,1.8184647138210768
eccessivamente,2.981969872954479
"complicata,",2.8207772213508115
personaggi,2.695422088300759
sono,2.536936424715276
poco,2.21099756542332
interessanti,2.701429312644412
semplicemente,1.9551173991882558
stupidi,1.9307385573554436
(il,1.788264213883709
famigerato,1.9782110186754598
primis),1.8132633045170168
gli,2.303048606147982
effetti,2.742193063438549
speciali,2.822218661309796
troppo,2.913097870518089
presenti,2.8408982458314456
troppa,2.482479803056785
risultato,2.3394838388890036
realizzato,2.955038476302393
invece,2.3331170527305503
vecchio,2.8915950282142675
"pupazzo,",3.2191582010132405
sembra,3.436206887058406
entrarci,2.5765711130006053
niente,2.824665784728173
l'ambiente,2.8091475420709395
circostante,2.8138089951680785
riguardo,3.3140592231578725
"funziona,",2.8077456565445087
poche,2.7874206260542382
eccezioni:,2.702662093424661
scena,3.3647279730696047
triello,3.201526544606662
"finale,",1.1334662641657371
impreziosito,3.003422140984091
straordinaria,1.810649353692427
musica,1.9164137415227365
"williams,",-1.0570712230936192
le,1.8690115375948444
cui,1.4414544725593246
risultano,1.9132257279979195
però,1.9458443762848783
rovinate,2.1148465095281606
caratterizzazione,3.002036023222243
loro,2.6043425273794436
"personaggi,",3.0470658405448856
pressoché,2.5586111226659507
inesistenti,2.566096425238874
piccolo,2.086448165988231
interpretato,1.4788236514242858
sebbene,1.5821686989613475
raggiunga,2.034178782165601
livelli,2.870628093100857
inespressività,3.1101635201524793
suo,2.2413469947519187
successore,2.3689208768698875
hayden,-1.0552606606682968
"christensen,",-1.1432443789304623
può,2.7307898435518148
fare,2.606196034920588
molto,3.029042116234212
salvare,3.691421967206804
personaggio,3.1131114226182017
fin,1.1462481997148675
puerile,3.4396661599407006
ammiccante,3.3168323811797342
pubblico,2.947612132284391
giovane,3.063519911588638
"parole,",2.9937580602002543
così,2.563445444358025
odiato,3.25765340128359
ricordato,3.0516182573523913
delle,2.380704263804444
grandi,3.2697934900937944
delusioni,3.3233211046286018
motivo,2.855099870141767
c'è,2.3420624770528704
"anzi,",2.8215117598460133
parecchi,1.9258291860587247
motivi,2.353090430090614
fatevi,2.8382829764946695
favore,3.061237944701352
alla,2.1521953468894996
larga,2.608369654290267
meno,2.6441647430276656
siate,2.7808388486803373
superaccaniti,2.515030102837286
explanations,-1.3117524362285655
ythis,-1.5212465301793465
rose,-1.134291125964449
too!,-1.1870574721314697
plots,-1.1401680341683962
heaven,-1.7565797471285776
forbid,-1.654786552207452
1-2,-1.4488114841338333
macgregor,-1.3744468290415468
white,-1.153399598530653
expecting,-1.3367003219599258
glaring,-1.2912528116111754
stop!!!,-2.2488652662149735
screwed!!!,-2.222242127394802
eu(expanded,-1.8713390646523775
universe),-1.3180249043270227
content,-1.149359934652474
"world,",-1.2638042756546335
types,-1.576891661423156
criticise,-1.4340477960603835
deny,-1.1814925802749754
"exciting,",-1.1777294156097853
movie),-1.2633383793690143
live-action,-1.4437423495926522
eight-year-old,-2.012244681528286
organization,-1.6156125663492078
evil,-1.1268006427726909
duped,-1.486448369768956
holographic,-1.453506571759649
message,-1.1052943320907083
wearing,1.3501065405365986
robe,-1.5754601386212252
satan,-1.386124475622179
leaders',-1.4499167258973868
half-eaten,-1.5084832321006376
"unfunny,",-1.13254996487433
"idiotic,",-1.2577277393284598
racially,-1.1766707656011626
slapstick,-1.1450491166493568
named,-1.1671642076452713
outcast,-1.7156811743984048
clumsy,-1.2190533389231542
oaf,-1.55298616873148
valuable,-1.416677286951939
"windu,",-1.1249912660836312
amidala's,1.1800926796224671
"decoy,",-1.1440587142559582
boss,-1.1827781604753758
"nass,",-1.1864197813537365
plank,-1.4266865298676354
lloyd's,-1.2912573393281268
keira,-1.1369491145456234
knightley's,-1.4997735844671511
zero,-1.0886856945051662
facial,-1.1820667514869465
expression,-1.3065323632848176
throughput,-1.528984538203655
android,-2.8616258604694376
cut-outs,-1.4764969169941273
stoic,-1.4061161423550044
40,-1.0393944996202968
awhile,-1.4955214216942803
wastes,-1.190714900728278
c3po?,-1.770116392928568
him?,-1.2518051874195621
nine-year-old,-1.966618170712267
fifteen,-1.7599796100176437
sixteen-year-old,-1.3215970721508081
teenager,-1.1387772804891014
instead?,1.2827901015372922
used?,-1.8386006136882387
binding,-1.2723418989367277
surrounds,-1.418474393948126
microorganisms,-1.4842479830008535
cells,-1.2437612465380967
beings,-1.512463899116192
error,-1.3311603015381352
talks,-1.1390131511132016
complexity,-1.3057906092422604
"edit""",-1.7473067639332114
reexamine,-1.4951626535307598
precious,-1.3507687847678973
overwhelmingly,-1.3492344264029086
outweighed,-1.7160842299835208
dramatic,-1.1634559891535299
returning,-1.309149027025369
escape,-1.1574117622391553
hostile,-1.410194243363066
allies,-1.4099790952085351
dormant,-1.8015227781926677
resurface,-1.6636795347033289
claim,-1.219333093754906
glory,-1.2208465435626643
met,-1.227223470883829
waiting,-1.221203512293657
box,-1.199157953334101
office,-1.2217260192673705
grade,-1.1377478491833222
b+,-1.1076088242422057
eleven,-1.3002842488795654
"30,",-1.987281373001558
"understand,",-1.314274340181355
intended,-1.4460080756907991
singular,-1.434550334884474
"abysmal,",-1.9013140725390314
subsequently,-1.7100398637677594
noteworthy,-1.541867510119624
passable,-1.1989355853974837
"attempts,",-1.3741885585726201
rises,-1.2457801708734744
surpass,-1.256538549365985
eyesore,-1.6253859060811697
mile,-1.5638089795913952
simple,-1.1138199471233772
mundane,-1.457295217705602
warrant,-1.7725875551102104
excessive,-1.257883441977317
angry,-1.1594698104642356
"taxes,",-1.5947083701803224
invade,-1.3258308648323753
maul?,-1.8810031871392634
from?,-1.7260817365643712
jinn?,-1.4093009251389117
amidala?,-1.5283883476797455
viewer,-1.1161588164940657
them?,-1.3305718612233248
nightmare,-1.6392759331545432
controlling,-1.5393138509475714
sick,-1.4613560656921787
"used,",-1.5984118782895738
uninspiring,-1.3939160124330552
(especially,-1.0932341882786445
"kids),",-1.6124118251397597
alien-characters,-1.5058329979345748
speechless,-1.2838509335197248
awfulness,-1.3846037972338843
stack,-2.1531184880502687
thing:,-1.3769448192086375
comic-relief,-1.658625539355955
singel,-2.234159424885411
unbelievable,-1.1805307193036128
credibility,-1.834669834122242
crew?,-2.2422908540814523
king,-1.2740194982810527
dumb),-1.5181071796710606
isn't!,-1.8766008703420876
why?,-1.1352251982300134
idiot,-1.3030186051304862
dude,-1.195305042399536
around?,-1.5654791863600392
promoted,-1.7028886277145818
time?,-1.3113470036604633
stupid?,-1.4888078988537221
avengers,-1.5599688812358572
non-powered,-1.8201866650884835
hobo,-1.733784282570208
retarded,-1.4239554966546069
say:,-1.4634459209544732
"""hey",-1.5207560461314564
mission,-1.1862321292234255
"universe?""",-2.057396633154451
ugly,-1.1177300128352343
fabulous,-1.2135669537052014
why??,-1.4894010082614118
pleased,-1.1982302678699916
lesser,-1.3755282199268608
fucking,-1.0984049492276735
progress,-1.3047271521600936
chronological,-1.2891033427372984
episodic,-1.3128847109360697
riding,-1.50129160877578
bumbling,-1.3051126918991283
baked,-1.3938095516573397
burned,-1.23718710147277
"admission,",-1.4016348787982809
tonally,-1.3738797354142904
"shop,",-2.0227263721117685
death,-1.0660339100090246
funeral,-1.5036268622023736
churn,-1.7139307047545487
paper,-1.1339619370551088
atrocious,-1.2023445293055033
closely,-1.2328674218518434
whiny,-1.0884368536301137
threepio,-1.4647918006772356
forgets,-1.3408454292160814
midicholorians,-2.143699906737613
ruin,-1.2339020848809465
mysticism,-1.4815488746958534
unquestionably,-1.5423712755935857
(rose,-1.5346328417437218
holdo,-1.0998964590596754
nee,-1.9610214836249873
challengers),-1.8333306047101698
feature,-1.244982184989814
enriches,-1.8818831422611473
greek,-1.4366746546496736
tragedy,-1.106384601175022
georges,-1.573354556315118
creativity,-1.1639071449062917
borring,-2.036187282690103
oful,-1.704810058588426
move,-1.1835546996610626
qualities!,-1.2664704984664503
t,-1.180875084713121
keying,-1.6166051983936507
"usual,",-1.228849493783404
hollywood,-1.0890226812017456
party,-1.5245438839150443
heads,-1.2893828259462474
tails,-1.4233451780664337
applying,-1.3239143862541125
handicapp,-1.9795333011824454
skywalker's,-1.1420457204002876
"unfortunately,",-1.14442914904718
prowess,-1.2830404674146325
extraordinary,-1.1764549980506787
aging,-1.387249347763904
"pitchforks,",-2.0563686036142923
dubious,-1.7631237263063908
honor,-1.4651358412719595
non-threatening,-1.5009027841930338
"villains,",-1.1824986898875045
following:,-1.4577150927003075
"written,",-1.117779102861739
"acted,",-1.140589295563195
"irritant,",-1.50675910016081
symbol,-2.1214854311692037
cringe-worthy,-1.1349119384209212
vitriol,-1.6417121164474189
all),-1.3389498567715743
"sensitive,",-1.3335123316614756
expert,-1.2263552888958327
"podracers,",-1.362089049496829
ace,-1.3473241341604505
